id,project_is_approved
p233245,0.7688524380085859
p096795,0.7917383225475749
p236235,0.5685365541103351
p233680,0.2727045556481066
p171879,0.7245056705324534
p016071,0.4925623117831742
p099906,0.7695995386685462
p200236,0.4558633946306145
p129452,0.2876850131351317
p186652,0.5654347408214263
p257992,0.7718280258858204
p055177,0.5434176971871596
p069502,0.02931633241494201
p099455,0.10040110206958416
p226195,0.7168321906836674
p048432,0.7843429230473504
p028074,0.35185237393477287
p188220,0.3121240469020311
p213507,0.5321618504517204
p006068,0.3618632664829884
p124112,0.6038533991157813
p190450,0.800251169347088
p180156,0.6110322291279554
p025868,0.14761325046453516
p134875,0.7940193502915358
p169259,0.25221246876401615
p124445,0.9037765105401423
p090153,0.5912148394950985
p086796,0.45969757160248603
p101412,0.7567751649900686
p249795,0.8316665598769781
p185278,0.22528224514640866
p052706,0.44626449670019863
p118380,0.5945229704619722
p258109,0.6871173191516629
p033638,0.5342673159479719
p190269,0.639060677900942
p166424,0.8390247965656437
p128851,0.4571628115589159
p059448,0.43731018132889093
p020036,0.2114884346767476
p241422,0.25425514192349585
p155492,0.5548048952393156
p062100,0.32855513551611454
p159786,0.5717524187864419
p144841,0.5960402383545846
p085470,0.46222720574101367
p130095,0.18632792977510093
p047018,0.433180624078939
p016587,0.6141173832254758
p087209,0.1956609213814314
p188130,0.6213250464535144
p101731,0.2845799961555712
p232762,0.9670288972896778
p167483,0.62353623374127
p076351,0.6195636573332479
p185000,0.9072422630870763
p101086,0.12493752803229322
p026220,0.7251989491894663
p028685,0.49447683731658865
p069530,0.7372915999231114
p056829,0.0401960658678798
p047088,0.1885980649708464
p134783,0.33923367719612996
p033569,0.7514704940090986
p066632,0.5981111039917985
p249875,0.6792458512206062
p246378,0.7469891715255974
p088359,0.1922675722432242
p068216,0.4383417697187159
p132793,0.7168546165182288
p012075,0.8808137374255143
p034160,0.9320317806112641
p164095,0.05257000064073812
p101374,0.3567271096302941
p179164,0.28684052027936185
p144206,0.451752418786442
p117651,0.8537201255846736
p037059,0.8261869673864292
p156849,0.2967386429166399
p096892,0.561039277247389
p161212,0.02073428589735375
p099186,0.3459793682322035
p124024,0.7815845453962965
p200265,0.44550073684884983
p034357,0.7194105209201
p177052,0.06530659319536106
p127983,0.07864804254501186
p257497,0.9439328506439418
p017783,0.3886422759018389
p036670,0.6505503940539502
p187035,0.9558614724162234
p251797,0.1298635227782405
p081183,0.5606766194656244
p211028,0.5623835458448133
p197996,0.8935490485038766
p175648,0.6717197411417952
p069955,0.6759422054206445
p126285,0.6843807265970399
p073482,0.32143781636445184
p021363,0.547648491061703
p018483,0.40366630358172617
p120512,0.950326135708336
p224623,0.761076440058948
p046024,0.08471583263920036
p128133,0.4271878003459985
p111612,0.2962439930800282
p216008,0.9377003908502596
p250197,0.16965079771897223
p038264,0.6896982123406165
p037304,0.5126750816941116
p233182,0.7069545716665597
p187950,0.8980790670852823
p194163,0.41185621836355485
p123572,0.5234183379252899
p213676,0.04869866085730761
p242177,0.6135375152175306
p228376,0.6657012878836419
p098358,0.16757736912923688
p208182,0.8072698148266804
p192069,0.651956814250016
p125208,0.15101556993656695
p068618,0.06178125200230665
p250399,0.38986608573076176
p096146,0.8330960466457359
p014072,0.3822669315050939
p170811,0.04395335426411226
p016865,0.13669379124751715
p000502,0.7998071378227719
p243659,0.4095944127635036
p123641,0.5554417889408599
p179222,0.3883795732684052
p119669,0.7654686999423335
p224232,0.7869622605241238
p113196,0.3530672134298712
p197404,0.32866406099827
p040348,0.7314038572435446
p220547,0.48574613955276486
p152772,0.2171166784135324
p227843,0.9475331581982444
p243822,0.8974767732427755
p042663,0.4906984045620555
p103616,0.5750599090151854
p119315,0.3727647850323573
p112683,0.6700775293137694
p134225,0.07832382905106684
p178686,0.07286474018068814
p104414,0.2654001409623887
p196430,0.32980073044146857
p121265,0.7541116165823027
p002111,0.7035106042160569
p048656,0.8242506567565835
p100742,0.4080361376305504
p240945,0.5343422823092202
p196948,0.15096559236240148
p161397,0.5419632216313193
p085333,0.16796181200743257
p051174,0.45909335554558844
p226030,0.6161876081245595
p200031,0.8394502466841802
p099283,0.05567629909655923
p012888,0.7147741398090601
p213138,0.4201813288908823
p259594,0.2946344588966489
p169939,0.30339463061446786
p189829,0.48951111680656123
p180698,0.8567072467482539
p041111,0.6944704299352853
p108577,0.5779073492663549
p024499,0.6390734926635485
p009156,0.8306195937720254
p154797,0.595585314282053
p019957,0.6029916063304926
p137043,0.6272839110655475
p183936,0.8646543217786891
p143641,0.19668674312808357
p201920,0.057963734221823535
p169193,0.43255334144934965
p215466,0.5629256103030691
p124527,0.2930300506183123
p241030,0.6065188697379381
p252968,0.35324021272505923
p090991,0.7416185045172038
p138331,0.8555494329467546
p199355,0.7274991990773371
p084300,0.71442045236112
p096238,0.49728775549432946
p081530,0.4001307105785865
p178898,0.3773114628051516
p177763,0.7008579483565067
p175360,0.8415601973473441
p218759,0.9097751009162556
p225010,0.5842314346126739
p015130,0.48917024412122767
p161752,0.0443147305696162
p152538,0.43598129044659456
p237080,0.7964163516370859
p199291,0.8298475043249823
p136751,0.6120734285897353
p108958,0.8889152303453578
p110542,0.45735631447427433
p043509,0.9052143269045942
p251751,0.4110668289869929
p241189,0.5546517588261677
p194788,0.7709976292689177
p175510,0.5328737105145127
p113659,0.5291202665470622
p038018,0.5401653104376243
p109620,0.8956583584289101
p198992,0.2720599730889985
p001237,0.6009476516947523
p156569,0.04731722944832447
p183302,0.3794182097776639
p068100,0.4997167937463958
p013384,0.16183763695777534
p189300,0.013078746716217083
p185448,0.7819850067277504
p140668,0.5610655475107323
p070387,0.14196706606010126
p033345,0.5468949830204396
p049875,0.8947196770679824
p112795,0.5313276094060357
p042765,0.7144486448388544
p183727,0.7190017299929519
p258333,0.9692349586723907
p164654,0.4760479272121484
p111121,0.7348676875760877
p007364,0.9063606074197474
p235281,0.10935862113154353
p184766,0.8956692509771257
p118290,0.2421016210674697
p134315,0.4732209905811494
p008931,0.08245723072980073
p193216,0.7313897610046775
p099504,0.4730383802140066
p185939,0.7418671109117704
p212541,0.8182405330941245
p057050,0.04701736400333183
p235964,0.6648817838149548
p019799,0.603736784776062
p226343,0.5030505542384827
p247942,0.8038815915935157
p034876,0.8539469468828091
p127034,0.5002767988723009
p122910,0.4691253924521049
p112781,0.10994938168770423
p167054,0.8522265650028833
p091175,0.5887037867623502
p192661,0.9386832831421799
p254171,0.7159005574421733
p056473,0.7097161530082655
p186773,0.6117985519318255
p005448,0.21723072980073047
p127039,0.5353219709104889
p019902,0.9103030691356444
p109258,0.8135560966233101
p256814,0.03730249247132697
p086119,0.8832754533222273
p085718,0.4439571986928942
p000341,0.39592874991990773
p153871,0.09663740629204844
p015527,0.6973370923303646
p180082,0.5583584289101046
p114608,0.7941910681104631
p255258,0.24837060293458063
p074885,0.04388415454603703
p158107,0.9010540142243867
p194785,0.08845389889152303
p053919,0.6167963093483693
p118270,0.3100057666431729
p173735,0.8106266418914589
p166438,0.5393720766322805
p229032,0.4909579035048376
p126693,0.53082527071186
p093408,0.15899147818286666
p078376,0.3441289165118216
p256718,0.2410918177740758
p257276,0.6710783622733388
p139883,0.48391939514320487
p112417,0.4319651438457102
p006285,0.8248593579803934
p158702,0.6095053501633882
p180517,0.35321586467610677
p103302,0.43568142500160184
p085035,0.2561876081245595
p052579,0.9287409495739091
p034767,0.4024963157557506
p164787,0.39832318831293645
p068805,0.8780444672262446
p099314,0.26612033062087526
p247448,0.06454539629653362
p010132,0.7312039469468827
p149889,0.7832607163452296
p244732,0.7305484718395592
p132573,0.47115140642019615
p022004,0.680479272121484
p232062,0.037893253027487674
p227193,0.9047664509514961
p001484,0.544988146344589
p212354,0.02119049144614596
p218435,0.7226962260524125
p070650,0.7931203946946883
p088920,0.506408662779522
p121609,0.642815403344653
p050858,0.9867341577497276
p132912,0.5756186326648299
p150879,0.3447363362593707
p243365,0.5570244121227654
p114677,0.47452681489075416
p228243,0.7878496828346255
p042290,0.8041430127506887
p104397,0.3176414429422695
p042280,0.20699045300185812
p137702,0.5570948933171013
p084377,0.6495213686166464
p041654,0.4853815595566092
p119772,0.08797847119882105
p098282,0.22197091048888323
p087508,0.7730057025693597
p107066,0.25343115268789645
p241315,0.3083629140770167
p034181,0.17725123342090085
p079792,0.7338912026654707
p206611,0.8294669058755686
p233647,0.8246652143269045
p072113,0.2317549817389633
p085444,0.5741193054398666
p028452,0.37608124559492534
p104178,0.44083424104568464
p097168,0.15540718908182224
p211339,0.5366527840071763
p109077,0.2690228743512526
p074743,0.27439866726468887
p207729,0.5590984814506311
p204533,0.5145255334144935
p207665,0.23403088357788177
p217044,0.5307304414685718
p185822,0.7857294803613762
p223903,0.45574165438585246
p253408,0.7282719292625105
p021838,0.6310482475812136
p073176,0.3394438393028769
p097703,0.488760171717819
p177982,0.4438976100467739
p209800,0.6795591721663357
p197472,0.09590440187095534
p176198,0.722204139168322
p010602,0.8199231114243609
p045059,0.6768385980649708
p004465,0.6900832959569423
p201661,0.09599794963798296
p247377,0.5177343499711669
p011839,0.3496142756455437
p181589,0.5909899404113539
p222352,0.2466265137438329
p033095,0.8424354456333697
p152161,0.762976228615365
p146348,0.14533414493496508
p081351,0.3470724674825399
p104086,0.8953918113666944
p129944,0.793974498622413
p139971,0.2375997949637983
p019840,0.15006343307490227
p078847,0.8748766579099122
p187359,0.7206509899404113
p014981,0.910554238482732
p078888,0.06261933747677324
p197493,0.7421785096431088
p223807,0.6753802780803486
p175173,0.3223643237009034
p184290,0.9558813352982636
p240381,0.8236752739155507
p192045,0.9248023322867944
p067483,0.8723688088678158
p065985,0.5455032998013711
p097988,0.4604703017876594
p014378,0.4854924072531556
p207504,0.4470660601012367
p124497,0.40932914717754854
p041514,0.9118914589607228
p053087,0.4381034151342346
p019766,0.2508066893060806
p042248,0.13725764080220412
p162955,0.4725405266867432
p051634,0.5264387774716475
p042928,0.09539693727173706
p218938,0.6586313833536234
p096669,0.12808355225219453
p227913,0.6484961876081246
p128332,0.7791779329787916
p156792,0.15674761325046455
p072391,0.4937733068494906
p185449,0.42193502915358494
p166909,0.16176202985839688
p044691,0.37599794963798294
p101409,0.34773114628051516
p041121,0.9052912154802332
p238590,0.8271551227013522
p222387,0.8919741141795349
p234051,0.8117120522842315
p144094,0.29229320176843726
p091725,0.5139232395719869
p146744,0.6426667520984174
p217132,0.528492983917473
p038548,0.7940975203434356
p163490,0.7238123918754406
p064027,0.7460037162811559
p252418,0.5851066828986993
p097793,0.28919202921765874
p127908,0.39960082014480686
p033793,0.033629781508297554
p041765,0.7062029858396873
p087059,0.5012148394950984
p139864,0.07753187672198372
p236252,0.7342038828730698
p100085,0.3653322227205741
p099517,0.6705516755302108
p105054,0.4419850067277503
p129742,0.6806580380598449
p208479,0.3827891330813097
p216392,0.7256506695713463
p142815,0.8916588710194144
p241790,0.9510898955596847
p056395,0.9376657909912218
p121254,0.5399839815467418
p083120,0.35663740629204843
p136618,0.4572602037547254
p060713,0.6850406868712756
p178996,0.6907874671621708
p005636,0.4439059396424681
