id,project_is_approved
p233245,0.9553063990927358
p096795,0.923879236986132
p236235,0.9498318147829304
p233680,0.9166488679642456
p171879,0.907465918964863
p016071,0.9322169684157046
p099906,0.9509894940620807
p200236,0.9162115024170407
p129452,0.7245908385897276
p186652,0.9478096720078004
p257992,0.9229256609963619
p055177,0.754020063874411
p069502,0.4714991148873062
p099455,0.7259789135254435
p226195,0.9506562556703209
p048432,0.9699434612065172
p028074,0.9489828196180675
p188220,0.6879856425931362
p213507,0.7935034228567955
p006068,0.767448964861219
p124112,0.9515168818556542
p190450,0.9409404159391161
p180156,0.9064932499751693
p025868,0.7690606626439067
p134875,0.8222197634715722
p169259,0.9104138955788593
p124445,0.9121077049196368
p090153,0.9508727925283718
p086796,0.8852407631467692
p101412,0.9663243580161528
p249795,0.9426943688636787
p185278,0.9278316321990793
p052706,0.9059361760057343
p118380,0.9335553618912803
p258109,0.935713639898583
p033638,0.9045020810724481
p190269,0.9444624813875949
p166424,0.9138652939515975
p128851,0.9454990850831239
p059448,0.928046945552717
p020036,0.5988419657109465
p241422,0.9197237487649563
p155492,0.9167368262886556
p062100,0.9027766470475446
p159786,0.9132934017208628
p144841,0.8994010624618619
p085470,0.871499088180402
p130095,0.6059320919473045
p047018,0.9287933406639727
p016587,0.8928211907054956
p087209,0.6185427079970903
p188130,0.9341592983111509
p101731,0.7471774535361115
p232762,0.97709297137776
p167483,0.8700116079169428
p076351,0.8644438428330903
p185000,0.932757722884437
p101086,0.8362514550149299
p026220,0.9747385980282239
p028685,0.7439986569853189
p069530,0.8687489176818249
p056829,0.6612625756785043
p047088,0.7814514329447763
p134783,0.8911477273150514
p033569,0.9398117456211857
p066632,0.9375454788152588
p249875,0.9675152089857615
p246378,0.8900993821430484
p088359,0.9304399883150968
p068216,0.8944498340364869
p132793,0.9325774303822509
p012075,0.969625588624688
p034160,0.93761990757145
p164095,0.7396009763127596
p101374,0.8658977569983487
p179164,0.7735428664155809
p144206,0.9320819200765075
p117651,0.7130983686366288
p037059,0.9401347719887236
p156849,0.9054771269827274
p096892,0.9513785022600296
p161212,0.46298297201456273
p099186,0.6872237373641028
p124024,0.8963281401307042
p200265,0.8788071258978216
p034357,0.945204684455662
p177052,0.5029571652763221
p127983,0.3219328701973958
p257497,0.9575260434157175
p017783,0.9329915103094969
p036670,0.9790757626050758
p187035,0.9786025779583017
p251797,0.9371530074113418
p081183,0.9597691497389349
p211028,0.9764301611661171
p197996,0.943279240969662
p175648,0.9317787389319829
p069955,0.9556872762043785
p126285,0.8511764747601134
p073482,0.6590962000231331
p021363,0.8960459775792002
p018483,0.962187371903012
p120512,0.9367650442252168
p224623,0.9688926979584465
p046024,0.9643280903356448
p128133,0.8831717546420149
p111612,0.9522874157956928
p216008,0.9335648748008404
p250197,0.6531402254984556
p038264,0.9621921596294845
p037304,0.9116676396944466
p233182,0.9518335623972138
p187950,0.917400287531485
p194163,0.8688705078223964
p123572,0.9002617614086788
p213676,0.43230453449966566
p242177,0.9708515110466349
p228376,0.9158979359803631
p098358,0.8582295765614295
p208182,0.9167356521834398
p192069,0.9480278013128414
p125208,0.9621070996761834
p068618,0.7394913998932026
p250399,0.8615558681339727
p096146,0.9657931065157533
p014072,0.8539947442292939
p170811,0.8015508219753128
p016865,0.5817670708136561
p000502,0.949312631723892
p243659,0.9346831461796006
p123641,0.8898894306968611
p179222,0.9384093732635134
p119669,0.9355139008798716
p224232,0.9648737534017242
p113196,0.8617953844362076
p197404,0.9594654634967739
p040348,0.8804163887290798
p220547,0.924328168640267
p152772,0.7660257782402522
p227843,0.9600084387799241
p243822,0.8503710273240161
p042663,0.8105764524394092
p103616,0.9255948400493916
p119315,0.9028967344809466
p112683,0.9408222675701781
p134225,0.6220586939569489
p178686,0.6811551543569355
p104414,0.7294275875040376
p196430,0.8579269214666977
p121265,0.9767672756351996
p002111,0.9569062011798473
p048656,0.9476070888189763
p100742,0.8930457419597112
p240945,0.9128093919032386
p196948,0.8306571609917862
p161397,0.9398214793485974
p085333,0.6265629974704143
p051174,0.9297020943745364
p226030,0.847577516747155
p200031,0.9671385228867923
p099283,0.6403596824768787
p012888,0.9379132409337223
p213138,0.6814772687899805
p259594,0.9649490557630247
p169939,0.7533547531334507
p189829,0.836442016922713
p180698,0.9515913212946938
p041111,0.9236422593882904
p108577,0.934640342146499
p024499,0.7832174672048678
p009156,0.9362131095147108
p154797,0.6240481911024996
p019957,0.943931150533961
p137043,0.9704605276620674
p183936,0.9474786687074711
p143641,0.8187564288675556
p201920,0.5722596979852123
p169193,0.8259841126966712
p215466,0.8739252731093012
p124527,0.6592719640549063
p241030,0.8823266805844552
p252968,0.868895066380197
p090991,0.6463541529118934
p138331,0.9356681853231097
p199355,0.9325555207761225
p084300,0.9329442028233967
p096238,0.8363535409230187
p081530,0.8380550720991
p178898,0.9376563561935415
p177763,0.9246794152197467
p175360,0.9973017772394591
p218759,0.9256060279494321
p225010,0.9331593870032223
p015130,0.77268117438865
p161752,0.7933931948751742
p152538,0.9430707197623093
p237080,0.9546635236779345
p199291,0.945603008652608
p136751,0.9577231334644035
p108958,0.9424317307529271
p110542,0.8804617604787582
p043509,0.927961252876242
p251751,0.833264781205058
p241189,0.9744884270599254
p194788,0.8881827459928361
p175510,0.9078086484327995
p113659,0.943866645341372
p038018,0.8222040328103052
p109620,0.9435529392671949
p198992,0.8209352327719104
p001237,0.7203688408390584
p156569,0.5695806255133983
p183302,0.7920120651208347
p068100,0.6649904047306993
p013384,0.9015013573956365
p189300,0.41803124562592076
p185448,0.9450319025632269
p140668,0.8175828023493398
p070387,0.8121470065985467
p033345,0.9706197076612157
p049875,0.9298767816955857
p112795,0.8933794706985931
p042765,0.942342297934604
p183727,0.9511265346334855
p258333,0.9816441640884833
p164654,0.9438396225805356
p111121,0.9306509432350916
p007364,0.9007977582107736
p235281,0.7188530781161019
p184766,0.9391025719004327
p118290,0.8838384929062497
p134315,0.8642353718816068
p008931,0.9257429568488583
p193216,0.9285921733720418
p099504,0.902139932587713
p185939,0.7754751478992212
p212541,0.9440290799773154
p057050,0.7985376981143447
p235964,0.8013942119803144
p019799,0.9658803050215096
p226343,0.8910024695107089
p247942,0.9781476156553891
p034876,0.9678202393572994
p127034,0.6324854824262678
p122910,0.9125700672059505
p112781,0.6267261105505454
p167054,0.9603584813861565
p091175,0.9430070107394015
p192661,0.965487664654472
p254171,0.9124028165468081
p056473,0.9638176007869023
p186773,0.935155590965063
p005448,0.7935526537839184
p127039,0.8763320937711476
p019902,0.9612825472859863
p109258,0.9096850345377618
p256814,0.42749472636292646
p086119,0.982572022073259
p085718,0.939712109482727
p000341,0.8195235543279561
p153871,0.758786951428487
p015527,0.961033183938307
p180082,0.9456205789315058
p114608,0.9532228723321515
p255258,0.8350384908548646
p074885,0.664576424232219
p158107,0.9216287137235057
p194785,0.5260492293531799
p053919,0.8676941024536972
p118270,0.8628310119568099
p173735,0.9752384921911553
p166438,0.921998135346164
p229032,0.9230830400479965
p126693,0.8266788594515584
p093408,0.841192197065139
p078376,0.8864764887227883
p256718,0.8180455164303979
p257276,0.9459227267928954
p139883,0.980330256049971
p112417,0.7491400720491889
p006285,0.9550254932242346
p158702,0.9383377346856178
p180517,0.9413475857757032
p103302,0.9633204149050975
p085035,0.7306548670547927
p052579,0.9343312366841737
p034767,0.8889355678731127
p164787,0.31998588141648204
p068805,0.9354905332939739
p099314,0.8450325890723019
p247448,0.5428419824793783
p010132,0.9481904065363043
p149889,0.9465366489177058
p244732,0.9333195169565867
p132573,0.9400832399810279
p022004,0.9290611589552439
p232062,0.8000806795980205
p227193,0.9687412501187631
